RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
b'd05736',b'LUBIPROSTONE',1.0,87.0,355.0,362.0,,,,,,,,,,87.0,355.0,362.0,,,,,,,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'CHLORIDE CHANNEL ACTIVATORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'FUNCTIONAL BOWEL DISORDER AGENTS',b'CHLORIDE CHANNEL ACTIVATORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05753',b'MICONAZOLE; ZINC OXIDE TOPICAL',2.0,133.0,136.0,292.0,,,,,,,,,,133.0,136.0,140.0,133.0,136.0,292.0,133.0,151.0,268.0,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIFUNGALS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'MISCELLANEOUS TOPICAL AGENTS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANTIFUNGALS',b'TOPICAL AGENTS',b'VAGINAL PREPARATIONS',b'VAGINAL ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05765',b'INSULIN INHALATION RAPID ACTING',1.0,358.0,99.0,215.0,,,,,,,,,,358.0,99.0,215.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'INSULIN',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'INSULIN',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05770',b'OMEPRAZOLE; SODIUM BICARBONATE',2.0,87.0,272.0,,,,,,,,,,,87.0,88.0,,87.0,272.0,,113.0,265.0,,115.0,117.0,,,,,,,,b'GASTROINTESTINAL AGENTS',b'PROTON PUMP INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'ANTACIDS',b'',b'GASTROINTESTINAL AGENTS',b'PROTON PUMP INHIBITORS',b'',b'GENITOURINARY TRACT AGENTS',b'URINARY PH MODIFIERS',b'',b'NUTRITIONAL PRODUCTS',b'MINERALS AND ELECTROLYTES',b'',b'',b'',b'',b'',b'',b''
b'd05807',b'VARENICLINE',1.0,105.0,320.0,,,,,,,,,,,105.0,320.0,,,,,,,,,,,,,,,,,b'MISCELLANEOUS AGENTS',b'SMOKING CESSATION AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'MISCELLANEOUS AGENTS',b'SMOKING CESSATION AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05825',b'DARUNAVIR',1.0,1.0,7.0,175.0,,,,,,,,,,1.0,7.0,175.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PROTEASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'PROTEASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05831',b'DASATINIB',1.0,20.0,398.0,,,,,,,,,,,20.0,398.0,,,,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'BCR-ABL TYROSINE KINASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'BCR-ABL TYROSINE KINASE INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05847',b'EFAVIRENZ; EMTRICITABINE; TENOFOVIR',2.0,1.0,7.0,327.0,,,,,,,,,,1.0,7.0,176.0,1.0,7.0,227.0,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'ANTIVIRAL COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NRTIS',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NNRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05848',b'ROTIGOTINE',1.0,57.0,66.0,276.0,,,,,,,,,,57.0,66.0,276.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'DOPAMINERGIC ANTIPARKINSONISM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'DOPAMINERGIC ANTIPARKINSONISM AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05851',b'LEVOCETIRIZINE',1.0,122.0,123.0,,,,,,,,,,,122.0,123.0,,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05876',b'DEXCHLORPHENIRAMINE; DEXTROMETHORPHAN; PHENYLEPHRINE',2.0,122.0,132.0,,,,,,,,,,,40.0,54.0,,122.0,123.0,,122.0,124.0,,122.0,127.0,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'VASOPRESSORS',b'',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b''
b'd05877',b'DEXTROMETHORPHAN; DIPHENHYDRAMINE; PHENYLEPHRINE',2.0,122.0,132.0,,,,,,,,,,,40.0,54.0,,57.0,65.0,197.0,57.0,66.0,205.0,57.0,67.0,70.0,122.0,123.0,,122.0,124.0,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'VASOPRESSORS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'ANTICHOLINERGIC ANTIPARKINSON AGENTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b''
b'd05893',b'ARFORMOTEROL',1.0,122.0,125.0,180.0,,,,,,,,,,122.0,125.0,180.0,,,,,,,,,,,,,,,,b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'ADRENERGIC BRONCHODILATORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'RESPIRATORY AGENTS',b'BRONCHODILATORS',b'ADRENERGIC BRONCHODILATORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05896',b'SITAGLIPTIN',1.0,358.0,99.0,371.0,,,,,,,,,,358.0,99.0,371.0,,,,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'DIPEPTIDYL PEPTIDASE 4 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'DIPEPTIDYL PEPTIDASE 4 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05899',b'CICLESONIDE NASAL',1.0,133.0,247.0,245.0,,,,,,,,,,133.0,247.0,245.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'NASAL PREPARATIONS',b'NASAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'NASAL PREPARATIONS',b'NASAL STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05973',b'CLINDAMYCIN; TRETINOIN TOPICAL',2.0,133.0,136.0,143.0,,,,,,,,,,133.0,136.0,143.0,133.0,151.0,268.0,,,,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ACNE AGENTS',b'TOPICAL AGENTS',b'VAGINAL PREPARATIONS',b'VAGINAL ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd05974',b'ANTIHEMOPHILIC FACTOR',1.0,81.0,85.0,,,,,,,,,,,81.0,85.0,,,,,,,,,,,,,,,,,b'COAGULATION MODIFIERS',b'MISCELLANEOUS COAGULATION MODIFIERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'COAGULATION MODIFIERS',b'MISCELLANEOUS COAGULATION MODIFIERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06032',b'FLUOCINOLONE OTIC',1.0,133.0,148.0,370.0,,,,,,,,,,133.0,148.0,370.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OTIC PREPARATIONS',b'OTIC STEROIDS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06058',b'DEXBROMPHENIRAMINE; HYDROCODONE; PHENYLEPHRINE',2.0,122.0,132.0,,,,,,,,,,,40.0,54.0,,57.0,58.0,60.0,122.0,123.0,,122.0,124.0,,122.0,127.0,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'VASOPRESSORS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b''
b'd06272',b'DIENOGEST; ESTRADIOL',2.0,97.0,101.0,102.0,,,,,,,,,,97.0,101.0,183.0,97.0,101.0,185.0,,,,,,,,,,,,,b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'CONTRACEPTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'ESTROGENS',b'HORMONES/HORMONE MODIFIERS',b'SEX HORMONES',b'PROGESTINS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06297',b'PALIPERIDONE',1.0,242.0,251.0,341.0,,,,,,,,,,242.0,251.0,341.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIPSYCHOTICS',b'ATYPICAL ANTIPSYCHOTICS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06635',b'MILNACIPRAN',1.0,242.0,249.0,308.0,,,,,,,,,,242.0,249.0,308.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'SSNRI ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'SSNRI ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06662',b'AMLODIPINE; VALSARTAN',2.0,40.0,55.0,479.0,,,,,,,,,,40.0,48.0,,40.0,56.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ANGIOTENSIN II INHIBITORS WITH CALCIUM CHANNEL BLOCKERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06663',b'LISDEXAMFETAMINE',1.0,57.0,71.0,,,,,,,,,,,57.0,71.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06665',b'ALISKIREN',1.0,40.0,342.0,,,,,,,,,,,40.0,342.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'RENIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'RENIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06669',b'HYDROCODONE; PSEUDOEPHEDRINE; TRIPROLIDINE',2.0,122.0,132.0,,,,,,,,,,,57.0,58.0,60.0,122.0,123.0,,122.0,124.0,,122.0,127.0,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'NARCOTIC ANALGESICS',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'ANTITUSSIVES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b''
b'd06672',b'LAPATINIB',1.0,20.0,404.0,,20.0,405.0,,,,,,,,20.0,404.0,,20.0,405.0,,,,,,,,,,,,,,b'ANTINEOPLASTICS',b'EGFR INHIBITORS',b'',b'ANTINEOPLASTICS',b'HER2 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'ANTINEOPLASTICS',b'EGFR INHIBITORS',b'',b'ANTINEOPLASTICS',b'HER2 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06720',b'METFORMIN; SITAGLIPTIN',2.0,358.0,99.0,314.0,,,,,,,,,,358.0,99.0,214.0,358.0,99.0,371.0,,,,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'ANTIDIABETIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'BIGUANIDES',b'METABOLIC AGENTS',b'ANTIDIABETIC AGENTS',b'DIPEPTIDYL PEPTIDASE 4 INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06841',b'AMBRISENTAN',1.0,40.0,303.0,,,,,,,,,,,40.0,303.0,,,,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'AGENTS FOR PULMONARY HYPERTENSION',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'AGENTS FOR PULMONARY HYPERTENSION',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06842',b'ARMODAFINIL',1.0,57.0,71.0,,,,,,,,,,,57.0,71.0,,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'CNS STIMULANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06851',b'AZITHROMYCIN OPHTHALMIC',1.0,133.0,147.0,163.0,,,,,,,,,,133.0,147.0,163.0,,,,,,,,,,,,,,,,b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'OPHTHALMIC PREPARATIONS',b'OPHTHALMIC ANTI-INFECTIVES',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06852',b'MARAVIROC',1.0,1.0,7.0,364.0,,,,,,,,,,1.0,7.0,364.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'ANTIVIRAL CHEMOKINE RECEPTOR ANTAGONIST',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'ANTIVIRAL CHEMOKINE RECEPTOR ANTAGONIST',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06872',b'ACETAMINOPHEN; CHLORPHENIRAMINE; PHENYLEPHRINE; PHENYLTOLOXAMINE',2.0,122.0,132.0,,,,,,,,,,,40.0,54.0,,57.0,58.0,59.0,122.0,123.0,,122.0,127.0,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'VASOPRESSORS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANALGESICS',b'MISCELLANEOUS ANALGESICS',b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b'',b'',b'',b'',b'',b'',b''
b'd06891',b'CHLOROPHYLLIN COPPER COMPLEX; PAPAIN; UREA TOPICAL',2.0,133.0,136.0,380.0,,,,,,,,,,133.0,136.0,140.0,133.0,136.0,248.0,133.0,136.0,380.0,,,,,,,,,,b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL DEBRIDING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'MISCELLANEOUS TOPICAL AGENTS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL EMOLLIENTS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL DEBRIDING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06905',b'AMLODIPINE; OLMESARTAN',2.0,40.0,55.0,479.0,,,,,,,,,,40.0,48.0,,40.0,56.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'ANGIOTENSIN II INHIBITORS WITH CALCIUM CHANNEL BLOCKERS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'CALCIUM CHANNEL BLOCKING AGENTS',b'',b'CARDIOVASCULAR AGENTS',b'ANGIOTENSIN II INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd06911',b'EPOETIN BETA; METHOXY POLYETHYLENE GLYCOL',1.0,28.0,36.0,,,,,,,,,,,28.0,36.0,,,,,,,,,,,,,,,,,b'BIOLOGICALS',b'ERYTHROPOIESIS-STIMULATING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'BIOLOGICALS',b'ERYTHROPOIESIS-STIMULATING AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd07048',b'RALTEGRAVIR',1.0,1.0,7.0,366.0,,,,,,,,,,1.0,7.0,366.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'INTEGRASE STRAND TRANSFER INHIBITOR',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'INTEGRASE STRAND TRANSFER INHIBITOR',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd07063',b'BROMPHENIRAMINE; DIPHENHYDRAMINE',2.0,122.0,132.0,,,,,,,,,,,57.0,65.0,197.0,57.0,66.0,205.0,57.0,67.0,70.0,122.0,123.0,,,,,,,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'ANTICHOLINERGIC ANTIPARKINSON AGENTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'',b'',b'',b'',b'',b''
b'd07064',b'BROMPHENIRAMINE; DIPHENHYDRAMINE; PHENYLEPHRINE',2.0,122.0,132.0,,,,,,,,,,,40.0,54.0,,57.0,65.0,197.0,57.0,66.0,205.0,57.0,67.0,70.0,122.0,123.0,,122.0,127.0,,b'RESPIRATORY AGENTS',b'UPPER RESPIRATORY COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'VASOPRESSORS',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIEMETIC/ANTIVERTIGO AGENTS',b'ANTICHOLINERGIC ANTIEMETICS',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTIPARKINSON AGENTS',b'ANTICHOLINERGIC ANTIPARKINSON AGENTS',b'CENTRAL NERVOUS SYSTEM AGENTS',"b'ANXIOLYTICS, SEDATIVES, AND HYPNOTICS'","b'MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS'",b'RESPIRATORY AGENTS',b'ANTIHISTAMINES',b'',b'RESPIRATORY AGENTS',b'DECONGESTANTS',b''
b'd07069',b'RUFINAMIDE',1.0,57.0,64.0,311.0,,,,,,,,,,57.0,64.0,311.0,,,,,,,,,,,,,,,,b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'DIBENZAZEPINE ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CENTRAL NERVOUS SYSTEM AGENTS',b'ANTICONVULSANTS',b'DIBENZAZEPINE ANTICONVULSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd07076',b'ETRAVIRINE',1.0,1.0,7.0,227.0,,,,,,,,,,1.0,7.0,227.0,,,,,,,,,,,,,,,,b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NNRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'ANTI-INFECTIVES',b'ANTIVIRAL AGENTS',b'NNRTIS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd07077',b'ALISKIREN; HYDROCHLOROTHIAZIDE',2.0,40.0,55.0,470.0,,,,,,,,,,40.0,49.0,156.0,40.0,342.0,,,,,,,,,,,,,,b'CARDIOVASCULAR AGENTS',b'ANTIHYPERTENSIVE COMBINATIONS',b'MISCELLANEOUS ANTIHYPERTENSIVE COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'CARDIOVASCULAR AGENTS',b'DIURETICS',b'THIAZIDE AND THIAZIDE-LIKE DIURETICS',b'CARDIOVASCULAR AGENTS',b'RENIN INHIBITORS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd07110',b'NIACIN; SIMVASTATIN',2.0,358.0,19.0,317.0,,,,,,,,,,115.0,119.0,,358.0,19.0,173.0,358.0,19.0,174.0,,,,,,,,,,b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'ANTIHYPERLIPIDEMIC COMBINATIONS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'NUTRITIONAL PRODUCTS',b'VITAMINS',b'',b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'HMG-COA REDUCTASE INHIBITORS (STATINS)',b'METABOLIC AGENTS',b'ANTIHYPERLIPIDEMIC AGENTS',b'MISCELLANEOUS ANTIHYPERLIPIDEMIC AGENTS',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd07113',b'DESVENLAFAXINE',1.0,242.0,249.0,308.0,,,,,,,,,,242.0,249.0,308.0,,,,,,,,,,,,,,,,b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'SSNRI ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'PSYCHOTHERAPEUTIC AGENTS',b'ANTIDEPRESSANTS',b'SSNRI ANTIDEPRESSANTS',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
b'd07125',b'HYDROCORTISONE; LIDOCAINE TOPICAL W PSYLLIUM',2.0,87.0,95.0,,133.0,136.0,139.0,,,,,,,87.0,95.0,,133.0,136.0,138.0,133.0,136.0,139.0,,,,,,,,,,b'GASTROINTESTINAL AGENTS',b'LAXATIVES',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANESTHETICS',b'',b'',b'',b'',b'',b'',b'GASTROINTESTINAL AGENTS',b'LAXATIVES',b'',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL STEROIDS',b'TOPICAL AGENTS',b'DERMATOLOGICAL AGENTS',b'TOPICAL ANESTHETICS',b'',b'',b'',b'',b'',b'',b'',b'',b''
